Ano Censo,Categoria Administrativa,Sub Categoria Administrativa,Id Categoria Administrativa,Número de Vínculos de Alunos,Região,UF,Nome Região
2009,PÚBLICA,ESTADUAL,2,14662,NORDESTE,MARANHÃO,NORDESTE
2009,PÚBLICA,ESTADUAL,2,10660,NORDESTE,PARAÍBA,NORDESTE
2009,PÚBLICA,ESTADUAL,2,20811,NORDESTE,PERNAMBUCO,NORDESTE
2009,PÚBLICA,ESTADUAL,2,19924,NORDESTE,PIAUÍ,NORDESTE
2009,PÚBLICA,ESTADUAL,2,13267,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2009,PÚBLICA,ESTADUAL,2,108,NORDESTE,SERGIPE,NORDESTE
2009,PÚBLICA,ESTADUAL,2,564,NORTE,ACRE,NORTE
2009,PÚBLICA,ESTADUAL,2,1928,NORTE,AMAPÁ,NORTE
2009,PÚBLICA,ESTADUAL,2,19230,NORTE,AMAZONAS,NORTE
2009,PÚBLICA,ESTADUAL,2,12634,NORTE,PARÁ,NORTE
2009,PÚBLICA,ESTADUAL,2,4025,NORTE,RONDÔNIA,NORTE
2009,PÚBLICA,ESTADUAL,2,3246,NORTE,RORAIMA,NORTE
2009,PÚBLICA,ESTADUAL,2,10683,NORTE,TOCANTINS,NORTE
2009,PÚBLICA,ESTADUAL,2,2896,SUDESTE,ESPÍRITO SANTO,SUDESTE
2009,PÚBLICA,ESTADUAL,2,21011,SUDESTE,MINAS GERAIS,SUDESTE
2009,PÚBLICA,ESTADUAL,2,38895,SUDESTE,RIO DE JANEIRO,SUDESTE
2009,PÚBLICA,ESTADUAL,2,127668,SUDESTE,SÃO PAULO,SUDESTE
2009,PÚBLICA,ESTADUAL,2,79087,SUL,PARANÁ,SUL
2009,PÚBLICA,ESTADUAL,2,3896,SUL,RIO GRANDE DO SUL,SUL
2009,PÚBLICA,ESTADUAL,2,12371,SUL,SANTA CATARINA,SUL
2009,PÚBLICA,MUNICIPAL,3,9216,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2009,PÚBLICA,MUNICIPAL,3,19233,NORDESTE,PERNAMBUCO,NORDESTE
2009,PÚBLICA,MUNICIPAL,3,5498,NORTE,TOCANTINS,NORTE
2009,PÚBLICA,MUNICIPAL,3,892,SUDESTE,ESPÍRITO SANTO,SUDESTE
2009,PÚBLICA,MUNICIPAL,3,2151,SUDESTE,MINAS GERAIS,SUDESTE
2009,PÚBLICA,MUNICIPAL,3,768,SUDESTE,RIO DE JANEIRO,SUDESTE
2009,PÚBLICA,MUNICIPAL,3,37967,SUDESTE,SÃO PAULO,SUDESTE
2009,PÚBLICA,MUNICIPAL,3,2679,SUL,PARANÁ,SUL
2009,PÚBLICA,MUNICIPAL,3,39859,SUL,SANTA CATARINA,SUL
2009,PRIVADA,PRIVADA,4,1229,-,-,-
2009,PRIVADA,PRIVADA,4,142331,CENTRO-OESTE,DISTRITO FEDERAL,CENTRO-OESTE
2009,PRIVADA,PRIVADA,4,123121,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2009,PRIVADA,PRIVADA,4,68101,CENTRO-OESTE,MATO GROSSO,CENTRO-OESTE
2009,PRIVADA,PRIVADA,4,62728,CENTRO-OESTE,MATO GROSSO DO SUL,CENTRO-OESTE
2009,PRIVADA,PRIVADA,4,44942,NORDESTE,ALAGOAS,NORDESTE
2009,PRIVADA,PRIVADA,4,224714,NORDESTE,BAHIA,NORDESTE
2009,PRIVADA,PRIVADA,4,85806,NORDESTE,CEARÁ,NORDESTE
2009,PRIVADA,PRIVADA,4,56042,NORDESTE,MARANHÃO,NORDESTE
2009,PRIVADA,PRIVADA,4,35035,NORDESTE,PARAÍBA,NORDESTE
2009,PRIVADA,PRIVADA,4,108011,NORDESTE,PERNAMBUCO,NORDESTE
2009,PRIVADA,PRIVADA,4,38236,NORDESTE,PIAUÍ,NORDESTE
2009,PRIVADA,PRIVADA,4,45830,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2009,PRIVADA,PRIVADA,4,40175,NORDESTE,SERGIPE,NORDESTE
2009,PRIVADA,PRIVADA,4,12643,NORTE,ACRE,NORTE
2009,PRIVADA,PRIVADA,4,12981,NORTE,AMAPÁ,NORTE
2009,PRIVADA,PRIVADA,4,71893,NORTE,AMAZONAS,NORTE
2009,PRIVADA,PRIVADA,4,70504,NORTE,PARÁ,NORTE
2009,PRIVADA,PRIVADA,4,35769,NORTE,RONDÔNIA,NORTE
2009,PRIVADA,PRIVADA,4,10491,NORTE,RORAIMA,NORTE
2009,PRIVADA,PRIVADA,4,24018,NORTE,TOCANTINS,NORTE
2009,PRIVADA,PRIVADA,4,85461,SUDESTE,ESPÍRITO SANTO,SUDESTE
2009,PRIVADA,PRIVADA,4,497853,SUDESTE,MINAS GERAIS,SUDESTE
2009,PRIVADA,PRIVADA,4,416860,SUDESTE,RIO DE JANEIRO,SUDESTE
2009,PRIVADA,PRIVADA,4,1331880,SUDESTE,SÃO PAULO,SUDESTE
2009,PRIVADA,PRIVADA,4,272129,SUL,PARANÁ,SUL
2009,PRIVADA,PRIVADA,4,332882,SUL,RIO GRANDE DO SUL,SUL
2009,PRIVADA,PRIVADA,4,178492,SUL,SANTA CATARINA,SUL
