Ano Censo,Categoria Administrativa,Sub Categoria Administrativa,Id Categoria Administrativa,Número de Vínculos de Alunos,Região,UF,Nome Região
2010,PÚBLICA,MUNICIPAL,3,7863,NORTE,TOCANTINS,NORTE
2010,PÚBLICA,MUNICIPAL,3,825,SUDESTE,ESPÍRITO SANTO,SUDESTE
2010,PÚBLICA,MUNICIPAL,3,1482,SUDESTE,MINAS GERAIS,SUDESTE
2010,PÚBLICA,MUNICIPAL,3,871,SUDESTE,RIO DE JANEIRO,SUDESTE
2010,PÚBLICA,MUNICIPAL,3,37710,SUDESTE,SÃO PAULO,SUDESTE
2010,PÚBLICA,MUNICIPAL,3,2997,SUL,PARANÁ,SUL
2010,PÚBLICA,MUNICIPAL,3,21756,SUL,SANTA CATARINA,SUL
2010,PRIVADA,PRIVADA,4,151349,CENTRO-OESTE,DISTRITO FEDERAL,CENTRO-OESTE
2010,PRIVADA,PRIVADA,4,140530,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2010,PRIVADA,PRIVADA,4,77345,CENTRO-OESTE,MATO GROSSO,CENTRO-OESTE
2010,PRIVADA,PRIVADA,4,70941,CENTRO-OESTE,MATO GROSSO DO SUL,CENTRO-OESTE
2010,PRIVADA,PRIVADA,4,46165,NORDESTE,ALAGOAS,NORDESTE
2010,PRIVADA,PRIVADA,4,243475,NORDESTE,BAHIA,NORDESTE
2010,PRIVADA,PRIVADA,4,101646,NORDESTE,CEARÁ,NORDESTE
2010,PRIVADA,PRIVADA,4,62416,NORDESTE,MARANHÃO,NORDESTE
2010,PRIVADA,PRIVADA,4,39432,NORDESTE,PARAÍBA,NORDESTE
2010,PRIVADA,PRIVADA,4,123536,NORDESTE,PERNAMBUCO,NORDESTE
2010,PRIVADA,PRIVADA,4,44704,NORDESTE,PIAUÍ,NORDESTE
2010,PRIVADA,PRIVADA,4,50306,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2010,PRIVADA,PRIVADA,4,38705,NORDESTE,SERGIPE,NORDESTE
2010,PRIVADA,PRIVADA,4,15861,NORTE,ACRE,NORTE
2010,PRIVADA,PRIVADA,4,14270,NORTE,AMAPÁ,NORTE
2010,PRIVADA,PRIVADA,4,75430,NORTE,AMAZONAS,NORTE
2010,PRIVADA,PRIVADA,4,88698,NORTE,PARÁ,NORTE
2010,PRIVADA,PRIVADA,4,42468,NORTE,RONDÔNIA,NORTE
2010,PRIVADA,PRIVADA,4,11267,NORTE,RORAIMA,NORTE
2010,PRIVADA,PRIVADA,4,24004,NORTE,TOCANTINS,NORTE
2010,PRIVADA,PRIVADA,4,97277,SUDESTE,ESPÍRITO SANTO,SUDESTE
2010,PRIVADA,PRIVADA,4,523101,SUDESTE,MINAS GERAIS,SUDESTE
2010,PRIVADA,PRIVADA,4,429665,SUDESTE,RIO DE JANEIRO,SUDESTE
2010,PRIVADA,PRIVADA,4,1411688,SUDESTE,SÃO PAULO,SUDESTE
2010,PRIVADA,PRIVADA,4,275400,SUL,PARANÁ,SUL
2010,PRIVADA,PRIVADA,4,335476,SUL,RIO GRANDE DO SUL,SUL
2010,PRIVADA,PRIVADA,4,200846,SUL,SANTA CATARINA,SUL
