Ano Censo,Categoria Administrativa,Sub Categoria Administrativa,Id Categoria Administrativa,Número de Vínculos de Alunos,Região,UF,Nome Região
2011,PÚBLICA,ESTADUAL,2,163337,SUDESTE,SÃO PAULO,SUDESTE
2011,PÚBLICA,ESTADUAL,2,81772,SUL,PARANÁ,SUL
2011,PÚBLICA,ESTADUAL,2,1988,SUL,RIO GRANDE DO SUL,SUL
2011,PÚBLICA,ESTADUAL,2,12483,SUL,SANTA CATARINA,SUL
2011,PÚBLICA,MUNICIPAL,3,9695,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2011,PÚBLICA,MUNICIPAL,3,19800,NORDESTE,PERNAMBUCO,NORDESTE
2011,PÚBLICA,MUNICIPAL,3,8113,NORTE,TOCANTINS,NORTE
2011,PÚBLICA,MUNICIPAL,3,697,SUDESTE,ESPÍRITO SANTO,SUDESTE
2011,PÚBLICA,MUNICIPAL,3,1423,SUDESTE,MINAS GERAIS,SUDESTE
2011,PÚBLICA,MUNICIPAL,3,833,SUDESTE,RIO DE JANEIRO,SUDESTE
2011,PÚBLICA,MUNICIPAL,3,38631,SUDESTE,SÃO PAULO,SUDESTE
2011,PÚBLICA,MUNICIPAL,3,3390,SUL,PARANÁ,SUL
2011,PÚBLICA,MUNICIPAL,3,38443,SUL,SANTA CATARINA,SUL
2011,PRIVADA,PRIVADA,4,158851,CENTRO-OESTE,DISTRITO FEDERAL,CENTRO-OESTE
2011,PRIVADA,PRIVADA,4,163187,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2011,PRIVADA,PRIVADA,4,88662,CENTRO-OESTE,MATO GROSSO,CENTRO-OESTE
2011,PRIVADA,PRIVADA,4,76316,CENTRO-OESTE,MATO GROSSO DO SUL,CENTRO-OESTE
2011,PRIVADA,PRIVADA,4,48520,NORDESTE,ALAGOAS,NORDESTE
2011,PRIVADA,PRIVADA,4,253277,NORDESTE,BAHIA,NORDESTE
2011,PRIVADA,PRIVADA,4,114421,NORDESTE,CEARÁ,NORDESTE
2011,PRIVADA,PRIVADA,4,68350,NORDESTE,MARANHÃO,NORDESTE
2011,PRIVADA,PRIVADA,4,44653,NORDESTE,PARAÍBA,NORDESTE
2011,PRIVADA,PRIVADA,4,137888,NORDESTE,PERNAMBUCO,NORDESTE
2011,PRIVADA,PRIVADA,4,48318,NORDESTE,PIAUÍ,NORDESTE
2011,PRIVADA,PRIVADA,4,55775,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2011,PRIVADA,PRIVADA,4,41242,NORDESTE,SERGIPE,NORDESTE
2011,PRIVADA,PRIVADA,4,16608,NORTE,ACRE,NORTE
2011,PRIVADA,PRIVADA,4,16058,NORTE,AMAPÁ,NORTE
2011,PRIVADA,PRIVADA,4,84506,NORTE,AMAZONAS,NORTE
2011,PRIVADA,PRIVADA,4,92687,NORTE,PARÁ,NORTE
2011,PRIVADA,PRIVADA,4,45964,NORTE,RONDÔNIA,NORTE
2011,PRIVADA,PRIVADA,4,14396,NORTE,RORAIMA,NORTE
2011,PRIVADA,PRIVADA,4,27685,NORTE,TOCANTINS,NORTE
2011,PRIVADA,PRIVADA,4,100914,SUDESTE,ESPÍRITO SANTO,SUDESTE
2011,PRIVADA,PRIVADA,4,531411,SUDESTE,MINAS GERAIS,SUDESTE
2011,PRIVADA,PRIVADA,4,438390,SUDESTE,RIO DE JANEIRO,SUDESTE
2011,PRIVADA,PRIVADA,4,1468090,SUDESTE,SÃO PAULO,SUDESTE
2011,PRIVADA,PRIVADA,4,293127,SUL,PARANÁ,SUL
2011,PRIVADA,PRIVADA,4,347736,SUL,RIO GRANDE DO SUL,SUL
2011,PRIVADA,PRIVADA,4,189342,SUL,SANTA CATARINA,SUL
